"Authors","Title","Source Title","Abstract","Publication Year","Early Access Date","DOI","UT (Unique WOS ID)"
"Steidinger, BS; Bever, JD","The Coexistence of Hosts with Different Abilities to Discriminate against Cheater Partners: An Evolutionary Game-Theory Approach","AMERICAN NATURALIST","Evolutionary theory predicts that mutualisms based on the reciprocal exchange of costly services should be susceptible to exploitation by cheaters. Consistent with theory, both cheating and discrimination against cheaters are ubiquitous features of mutualisms. Several recent studies have confirmed that host species differ in the extent that they are able to discriminate against cheaters, suggesting that cheating may be stabilized by the existence of susceptible hosts (dubbed givers). We use an evolutionary game-theoretical approach to demonstrate how discriminating and giver hosts associating with mutualist and cheater partners can coexist. Discriminators drive the proportion of cheaters below a critical threshold, at which point there is no benefit to investing resources into discrimination. This promotes givers, who benefit from mutualists but allow cheater populations to rebound. We then apply this model to the plant-mycorrhizal mutualism and demonstrate it is one mechanism for generating host-specific responses to mycorrhizal fungal species necessary to generate negative plant-soil feedbacks. Our model makes several falsifiable, qualitative predictions for plant-mycorrhizal population dynamics across gradients of soil phosphorus availability and interhost differences in ability to discriminate. Finally, we suggest applications and limitations of the model with regard to coexistence in specific biological systems.","2014",NA,"10.1086/675859","WOS:000335721700004"
"Bässler, C; Ernst, R; Cadotte, M; Heibl, C; Müller, J","Near-to-nature logging influences fungal community assembly processes in a temperate forest","JOURNAL OF APPLIED ECOLOGY","1. As the Earth's biota enters the sixth great mass extinction event recorded in the history of the planet, it is predicted that the erosion of biodiversity will result in the reduction of the goods and services that ecosystems provide. To mediate the loss of biodiversity and ecosystem function associated with wood production in temperate forests in Europe, a near-to-nature strategy has been developed. Whether this strategy enables natural assembly mechanisms of fungi responsible for major ecosystem processes is unknown. 2. We analysed variation in species richness and both the functional and phylogenetic structure of fungal assemblages of different trophic life histories (soil saprotrophic, wood saprotrophic, and ectomycorrhizal fungi) in 69 beech forest plots along a steep gradient of management intensity. We focused on reproductive traits to test the hypothesis that management intensity shifts community assembly mechanisms from limitations in niche overlap that promote the coexistence of dissimilar species to environmental filtering that selects for similar species. Specifically, we hypothesized that unpredictable resources in production forests filter the assemblages, promoting species with small fruit bodies and with small and elongated spores. 3. As management intensity increased, functional diversity decreased from a random pattern to a clustered pattern, which indicated that management intensity increased the strength of environmental filtering. However, phylogenetic diversity increased from a random pattern to an overdispersed pattern. Combining phylogenetic diversity with functional diversity did not provide additional insight into the traits but revealed a contrasting pattern. Reproduction traits of the assemblages shifted, with a decrease in mean fruit body size and an increase in spore elongation. 4. Synthesis and applications. Near-to-nature logging concepts are not able to mimic the major processes that shape fungal community assembly in protected forests. This could have severe consequences for important ecosystem functions provided by fungi. The phylogenetic overdispersion indicated that analyses of other traits in addition to reproductive traits are required to disentangle the factors affecting fungal community structure.","2014",NA,"10.1111/1365-2664.12267","WOS:000342851000012"
"Houle, D; Moore, JD; Ouimet, R; Marty, C","Tree species partition N uptake by soil depth in boreal forests","ECOLOGY","It is recognized that the coexistence of herbaceous species in N-depleted habitats can be facilitated by N partitioning; however, the existence of such a phenomenon for trees has not yet been demonstrated. Here, we show from both foliage and soil N-15 natural abundance values and from a 12-year in situ N-15 addition experiment, that black spruce (Picea mariana) and jack pine (Pinus banksiana), two widespread species of the Canadian boreal forest, take up N at different depths. While black spruce takes up N from the organic soil, jack pine acquires it deeper within the highly N-depleted mineral soil. Systematic difference in foliar N-15 natural abundance between the two species across seven sites distributed throughout the eastern Canadian boreal forest shows that N spatial partitioning is a widespread phenomenon. Distinct relationships between N-15 and N concentration in leaves of both species further emphasize their difference in N acquisition strategies. This result suggests that such complementary mechanisms of N acquisition could facilitate tree species coexistence in such N-depleted habitats and could contribute to the positive biodiversity-productivity relationship recently revealed for the eastern Canadian boreal forest, where jack pine is present. It also has implications for forest management and provides new insights to interpret boreal forest regeneration following natural or anthropogenic perturbations.","2014",NA,"10.1890/14-0191.1","WOS:000336740500002"
"Brandl, SJ; Bellwood, DR","Individual-based analyses reveal limited functional overlap in a coral reef fish community","JOURNAL OF ANIMAL ECOLOGY","Detailed knowledge of a species' functional niche is crucial for the study of ecological communities and processes. The extent of niche overlap, functional redundancy and functional complementarity is of particular importance if we are to understand ecosystem processes and their vulnerability to disturbances. Coral reefs are among the most threatened marine systems, and anthropogenic activity is changing the functional composition of reefs. The loss of herbivorous fishes is particularly concerning as the removal of algae is crucial for the growth and survival of corals. Yet, the foraging patterns of the various herbivorous fish species are poorly understood. Using a multidimensional framework, we present novel individual-based analyses of species' realized functional niches, which we apply to a herbivorous coral reef fish community. In calculating niche volumes for 21 species, based on their microhabitat utilization patterns during foraging, and computing functional overlaps, we provide a measurement of functional redundancy or complementarity. Complementarity is the inverse of redundancy and is defined as less than 50% overlap in niche volumes. The analyses reveal extensive complementarity with an average functional overlap of just 15 center dot 2%. Furthermore, the analyses divide herbivorous reef fishes into two broad groups. The first group (predominantly surgeonfishes and parrotfishes) comprises species feeding on exposed surfaces and predominantly open reef matrix or sandy substrata, resulting in small niche volumes and extensive complementarity. In contrast, the second group consists of species (predominantly rabbitfishes) that feed over a wider range of microhabitats, penetrating the reef matrix to exploit concealed surfaces of various substratum types. These species show high variation among individuals, leading to large niche volumes, more overlap and less complementarity. These results may have crucial consequences for our understanding of herbivorous processes on coral reefs, as algal removal appears to depend strongly on species-specific microhabitat utilization patterns of herbivores. Furthermore, the results emphasize the capacity of the individual-based analyses to reveal variation in the functional niches of species, even in high-diversity systems such as coral reefs, demonstrating its potential applicability to other high-diversity ecosystems.","2014",NA,"10.1111/1365-2656.12171","WOS:000334289500014"
"Laird, RA","Population interaction structure and the coexistence of bacterial strains playing 'rock-paper-scissors'","OIKOS","The simplest example of non-transitive competition is the game rock-paper-scissors (RPS), which exhibits characteristic cyclic strategy replacement: paper beats rock, which in turn beats scissors, which in turn beats paper. In addition to its familiar use in understanding human decision-making, rock-paper-scissors is also played in many biological systems. Among other reasons, this is important because it potentially provides a mechanism whereby species- or strain coexistence can occur in the face of intense competition. Kerr et al. (2002, Nature 418: 171-174) use complementary experiments and simulations to show that RPS-playing toxic, resistant, and susceptible E. coli bacteria can coexist when interactions between the strains are spatially explicit. This raises the question of whether limited interactions associated with space are sufficient to allow strain coexistence, or whether space per se is crucial. I approach this question by extending the Kerr et al. model to include different (aspatial) population network structures with the same degree distributions as corresponding spatial lattice models. I show that the coexistence that occurs for some parameter combinations when simulated bacterial strains compete on lattices is absent when they compete on random regular graphs. Further, considering small-world networks of intermediate 'quenched randomness' between lattices and random regular graphs, I show that only small deviations from pure spatial interactions are sufficient to prevent strain coexistence. These results emphasize the explicit role of space, rather than merely limited interactions, as being decisive in allowing the coexistence of toxic, resistant, and susceptible strains in this model system.","2014",NA,"10.1111/j.1600-0706.2013.00879.x","WOS:000334331000011"
"Brandt, AJ; del Pino, GA; Burns, JH","Experimental Protocol for Manipulating Plant-induced Soil Heterogeneity","JOVE-JOURNAL OF VISUALIZED EXPERIMENTS","Coexistence theory has often treated environmental heterogeneity as being independent of the community composition; however biotic feedbacks such as plant-soil feedbacks (PSF) have large effects on plant performance, and create environmental heterogeneity that depends on the community composition. Understanding the importance of PSF for plant community assembly necessitates understanding of the role of heterogeneity in PSF, in addition to mean PSF effects. Here, we describe a protocol for manipulating plant-induced soil heterogeneity. Two example experiments are presented: (1) a field experiment with a 6-patch grid of soils to measure plant population responses and (2) a greenhouse experiment with 2-patch soils to measure individual plant responses. Soils can be collected from the zone of root influence (soils from the rhizosphere and directly adjacent to the rhizosphere) of plants in the field from conspecific and heterospecific plant species. Replicate collections are used to avoid pseudoreplicating soil samples. These soils are then placed into separate patches for heterogeneous treatments or mixed for a homogenized treatment. Care should be taken to ensure that heterogeneous and homogenized treatments experience the same degree of soil disturbance. Plants can then be placed in these soil treatments to determine the effect of plant-induced soil heterogeneity on plant performance. We demonstrate that plant-induced heterogeneity results in different outcomes than predicted by traditional coexistence models, perhaps because of the dynamic nature of these feedbacks. Theory that incorporates environmental heterogeneity influenced by the assembling community and additional empirical work is needed to determine when heterogeneity intrinsic to the assembling community will result in different assembly outcomes compared with heterogeneity extrinsic to the community composition.","2014",NA,"10.3791/51580","WOS:000348606100070"
"Norghauer, JM; Newbery, DM","Herbivores differentially limit the seedling growth and sapling recruitment of two dominant rain forest trees","OECOLOGIA","Resource heterogeneity may influence how plants are attacked and respond to consumers in multiple ways. Perhaps a better understanding of how this interaction might limit sapling recruitment in tree populations may be achieved by examining species' functional responses to herbivores on a continuum of resource availability. Here, we experimentally reduced herbivore pressure on newly established seedlings of two dominant masting trees in 40 canopy gaps, across c. 80 ha of tropical rain forest in central Africa (Korup, Cameroon). Mesh cages were built to protect individual seedlings, and their leaf production and changes in height were followed for 22 months. With more light, herbivores increasingly prevented the less shade-tolerant Microberlinia bisulcata from growing as tall as it could and producing more leaves, indicating an undercompensation. The more shade-tolerant Tetraberlinia bifoliolata was much less affected by herbivores, showing instead near to full compensation for leaf numbers, and a negligible to weak impact of herbivores on its height growth. A stage-matrix model that compared control and caged populations lent evidence for a stronger impact of herbivores on the long-term population dynamics of M. bisulcata than T. bifoliolata. Our results suggest that insect herbivores can contribute to the local coexistence of two abundant tree species at Korup by disproportionately suppressing sapling recruitment of the faster-growing dominant via undercompensation across the light gradient created by canopy disturbances. The functional patterns we have documented here are consistent with current theory, and, because gap formations are integral to forest regeneration, they may be more widely applicable in other tropical forest communities. If so, the interaction between life-history and herbivore impact across light gradients may play a substantial role in tree species coexistence.","2014",NA,"10.1007/s00442-013-2769-6","WOS:000330734100013"
"Fang, YW; Liu, LY; Zhang, HL; Jiang, DF; Chu, D","Competitive Ability and Fitness Differences between Two Introduced Populations of the Invasive Whitefly Bemisia tabaci Q in China","PLOS ONE","Background: Our long-term field survey revealed that the Cardinium infection rate in Bemisia tabaci Q (also known as biotype Q) population was low in Shandong, China over the past few years. We hypothesize that (1) the Cardinium-infected (C+) B. tabaci Q population cannot efficiently compete with the Cardinium-uninfected (C-) B. tabaci Q population; (2) no reproductive isolation may have occurred between C+ and C-; and (3) the C-population has higher fitness than the C+ population. Methodology and Results: To reveal the differences in competitive ability and fitness between the two introduced populations (C+ and C-), competition between C+ and C- was examined over several generations. Subsequently, the reproductive isolation between C+ and C- was studied by crossing C+ with C- individuals, and the fitnesses of C+ and C- populations were compared using a two-sex life table method. Our results demonstrate that the competitive ability of the C+ whiteflies was weaker than that of C-. There is that no reproductive isolation occurred between the two populations and the C- population had higher fitness than the C+ population. Conclusion: The competitive ability and fitness differences of two populations may explain why C- whitefly populations have been dominant during the past few years in Shandong, China. However, the potential role Cardinium plays in whitefly should be further explored.","2014",NA,"10.1371/journal.pone.0100423","WOS:000340721500073"
"Seetharaman, S; Jain, K","Length of adaptive walk on uncorrelated and correlated fitness landscapes","PHYSICAL REVIEW E","We consider the adaptation dynamics of an asexual population that walks uphill on a rugged fitness landscape which is endowed with a large number of local fitness peaks. We work in a parameter regime where only those mutants that are a single mutation away are accessible, as a result of which the population eventually gets trapped at a local fitness maximum and the adaptive walk terminates. We study how the number of adaptive steps taken by the population before reaching a local fitness peak depends on the initial fitness of the population, the extreme value distribution of the beneficial mutations, and correlations among the fitnesses. Assuming that the relative fitness difference between successive steps is small, we analytically calculate the average walk length for both uncorrelated and correlated fitnesses in all extreme value domains for a given initial fitness. We present numerical results for the model where the fitness differences can be large and find that the walk length behavior differs from that in the former model in the Frechet domain of extreme value theory. We also discuss the relevance of our results to microbial experiments.","2014",NA,"10.1103/PhysRevE.90.032703","WOS:000341297600006"
"Tulloch, F; Atkinson, NJ; Evans, DJ; Ryan, MD; Simmonds, P","RNA virus attenuation by codon pair deoptimisation is an artefact of increases in CpG/UpA dinucleotide frequencies","ELIFE","Mutating RNA virus genomes to alter codon pair (CP) frequencies and reduce translation efficiency has been advocated as a method to generate safe, attenuated virus vaccines. However, selection for disfavoured CPs leads to unintended increases in CpG and UpA dinucleotide frequencies that also attenuate replication. We designed and phenotypically characterised mutants of the picornavirus, echovirus 7, in which these parameters were independently varied to determine which most influenced virus replication. CpG and UpA dinucleotide frequencies primarily influenced virus replication ability while no fitness differences were observed between mutants with different CP usage where dinucleotide frequencies were kept constant. Contrastingly, translation efficiency was unaffected by either CP usage or dinucleotide frequencies. This mechanistic insight is critical for future rational design of live virus vaccines and their safety evaluation; attenuation is mediated through enhanced innate immune responses to viruses with elevated CpG/UpA dinucleotide frequencies rather the viruses themselves being intrinsically defective.","2014",NA,"10.7554/eLife.04531","WOS:000346170300008"
"Ford, BE; Sun, B; Carpino, J; Chapler, ES; Ching, J; Choi, Y; Jhun, K; Kim, JD; Lallos, GG; Morgenstern, R; Singh, S; Theja, S; Dennehy, JJ","Frequency and Fitness Consequences of Bacteriophage Φ6 Host Range Mutations","PLOS ONE","Viruses readily mutate and gain the ability to infect novel hosts, but few data are available regarding the number of possible host range-expanding mutations allowing infection of any given novel host, and the fitness consequences of these mutations on original and novel hosts. To gain insight into the process of host range expansion, we isolated and sequenced 69 independent mutants of the dsRNA bacteriophage 6 able to infect the novel host, Pseudomonas pseudoalcaligenes. In total, we found at least 17 unique suites of mutations among these 69 mutants. We assayed fitness for 13 of 17 mutant genotypes on P. pseudoalcaligenes and the standard laboratory host, P. phaseolicola. Mutants exhibited significantly lower fitnesses on P. pseudoalcaligenes compared to P. phaseolicola. Furthermore, 12 of the 13 assayed mutants showed reduced fitness on P. phaseolicola compared to wildtype 6, confirming the prevalence of antagonistic pleiotropy during host range expansion. Further experiments revealed that the mechanistic basis of these fitness differences was likely variation in host attachment ability. In addition, using computational protein modeling, we show that host-range expanding mutations occurred in hotspots on the surface of the phage's host attachment protein opposite a putative hydrophobic anchoring domain.","2014",NA,"10.1371/journal.pone.0113078","WOS:000345533200065"
"Minenko, E; Vogel, RF; Niessen, L","Significance of the class II hydrophobin FgHyd5p for the life cycle of Fusarium graminearum","FUNGAL BIOLOGY","Hydrophobins are small secreted proteins ubiquitously found in filamentous fungi. Some. hydrophobins were shown to have functions in fungal development, while others lack known function. Class II hydrophobins from Fusarium graminearum and Fusarium culmorum are characterized by formation of low stability aggregates and their solubility in organic solvents. They are economically relevant to the brewing industry because they can induce beer gushing. Since cellular functions of Hyd5p's are still unknown, we analyzed the influence of FgHyd5p on growth and morphology of F. graminearum using Fg Delta hyd5 knock-out mutants expressing sGFP under the control of the hyd5 promoter and compared them with the performance of the parent wild type strain. Results demonstrate that FgHyd5p does not affect the colony and hyphal morphology. FgHyd5p affects the hydrophobicity of aerial mycelia but had no obvious function in penetration of hyphae through the water air interface. The hydrophobin affects the morphology of conidia, but not their fitness. Different sources of carbon and nitrogen as well as different pH have no effect on the expression of the hyd5 gene, which was demonstrated to be expressed upon growth of F. graminearum on hydrophobic surfaces. (C) 2014 The British Mycological Society. Published by Elsevier Ltd. All rights reserved.","2014",NA,"10.1016/j.funbio.2014.02.003","WOS:000336116200004"
"Cao, HS; Butler, K; Hossain, M; Lewis, JD","Variation in the Fitness Effects of Mutations with Population Density and Size in Escherichia coli","PLOS ONE","The fitness effects of mutations are context specific and depend on both external (e. g., environment) and internal (e. g., cellular stress, genetic background) factors. The influence of population size and density on fitness effects are unknown, despite the central role population size plays in the supply and fixation of mutations. We addressed this issue by comparing the fitness of 92 Keio strains (Escherichia coli K12 single gene knockouts) at comparatively high (1.2x10(7) CFUs/mL) and low (2.5x10(2) CFUs/mL) densities, which also differed in population size (high: 1.2x10(8); low: 1.25x10(3)). Twenty-eight gene deletions (30%) exhibited a fitness difference, ranging from 5 to 174% (median: 35%), between the high and low densities. Our analyses suggest this variation among gene deletions in fitness responses reflected in part both gene orientation and function, of the gene properties we examined (genomic position, length, orientation, and function). Although we could not determine the relative effects of population density and size, our results suggest fitness effects of mutations vary with these two factors, and this variation is gene-specific. Besides being a mechanism for density-dependent selection (r-K selection), the dependence of fitness effects on population density and size has implications for any population that varies in size over time, including populations undergoing evolutionary rescue, species invasions into novel habitats, and cancer progression and metastasis. Further, combined with recent advances in understanding the roles of other context-specific factors in the fitness effects of mutations, our results will help address theoretical and applied biological questions more realistically.","2014",NA,"10.1371/journal.pone.0105369","WOS:000341017000120"
"Simonsen, AK; Chow, T; Stinchcombe, JR","Reduced plant competition among kin can be explained by Jensen's inequality","ECOLOGY AND EVOLUTION","Plants often compete with closely related individuals due to limited dispersal, leading to two commonly invoked predictions on competitive outcomes. Kin selection, from evolutionary theory, predicts that competition between relatives will likely be weaker. The niche partitioning hypothesis, from ecological theory, predicts that competition between close relatives will likely be stronger. We tested for evidence consistent with either of these predictions by growing an annual legume in kin and nonkin groups in the greenhouse. We grew plant groups in treatments of symbiotic nitrogen fixing bacteria differing in strain identity and composition to determine if differences in the microbial environment can facilitate or obscure plant competition patterns consistent with kin selection or niche partitioning. Nonkin groups had lower fitness than expected, based on fitness estimates of the same genotypes grown among kin. Higher fitness among kin groups was observed in mixtures of N-fixing bacteria strains compared to single inoculations of bacteria strains present in the soil, which increased fitness differences between kin and nonkin groups. Lower fitness in nonkin groups was likely caused by increased competitive asymmetry in nonkin groups due to genetic differences in plant size combined with saturating relationships with plant size and fitness- i.e. Jensen's inequality. Our study suggests that microbial soil symbionts alter competitive dynamics among kin and nonkin. Our study also suggests that kin groups can have higher fitness, as predicted by kin selection theory, through a commonly heritable trait (plant size), without requiring kin recognition mechanisms.","2014",NA,"10.1002/ece3.1312","WOS:000346084500003"
"Hallatschek, O; Fisher, DS","Acceleration of evolutionary spread by long-range dispersal","PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA","The spreading of evolutionary novelties across populations is the central element of adaptation. Unless populations are well mixed (like bacteria in a shaken test tube), the spreading dynamics depend not only on fitness differences but also on the dispersal behavior of the species. Spreading at a constant speed is generally predicted when dispersal is sufficiently short ranged, specifically when the dispersal kernel falls off exponentially or faster. However, the case of long-range dispersal is unresolved: Although it is clear that even rare long-range jumps can lead to a drastic speedup-as air-traffic-mediated epidemics show-it has been difficult to quantify the ensuing stochastic dynamical process. However, such knowledge is indispensable for a predictive understanding of many spreading processes in natural populations. We present a simple iterative scaling approximation supported by simulations and rigorous bounds that accurately predicts evolutionary spread, which is determined by a trade-off between frequency and potential effectiveness of long-distance jumps. In contrast to the exponential laws predicted by deterministic mean-field approximations, we show that the asymptotic spatial growth is according to either a power law or a stretched exponential, depending on the tails of the dispersal kernel. More importantly, we provide a full time-dependent description of the convergence to the asymptotic behavior, which can be anomalously slow and is relevant even for long times. Our results also apply to spreading dynamics on networks with a spectrum of long-range links under certain conditions on the probabilities of long-distance travel: These are relevant for the spread of epidemics.","2014",NA,"10.1073/pnas.1404663111","WOS:000345153300005"
"García-Ríos, E; López-Malo, M; Guillamón, JM","Global phenotypic and genomic comparison of two Saccharomyces cerevisiae wine strains reveals a novel role of the sulfur assimilation pathway in adaptation at low temperature fermentations","BMC GENOMICS","Background: The wine industry needs better-adapted yeasts to grow at low temperature because it is interested in fermenting at low temperature to improve wine aroma. Elucidating the response to cold in Saccharomyces cerevisiae is of paramount importance for the selection or genetic improvement of wine strains. Results: We followed a global approach by comparing transcriptomic, proteomic and genomic changes in two commercial wine strains, which showed clear differences in their growth and fermentation capacity at low temperature. These strains were selected according to the maximum growth rate in a synthetic grape must during miniaturized batch cultures at different temperatures. The fitness differences of the selected strains were corroborated by directly competing during fermentations at optimum and low temperatures. The up-regulation of the genes of the sulfur assimilation pathway and glutathione biosynthesis suggested a crucial role in better performance at low temperature. The presence of some metabolites of these pathways, such as S-Adenosilmethionine (SAM) and glutathione, counteracted the differences in growth rate at low temperature in both strains. Generally, the proteomic and genomic changes observed in both strains also supported the importance of these metabolic pathways in adaptation at low temperature. Conclusions: This work reveals a novel role of the sulfur assimilation pathway in adaptation at low temperature. We propose that a greater activation of this metabolic route enhances the synthesis of key metabolites, such as glutathione, whose protective effects can contribute to improve the fermentation process.","2014",NA,"10.1186/1471-2164-15-1059","WOS:000346388000002"
"Flynn, KJ; Swanson, MS","Integrative Conjugative Element ICE-βox Confers Oxidative Stress Resistance to Legionella pneumophila In Vitro and in Macrophages","MBIO","Integrative conjugative elements (ICEs) are mobile blocks of DNA that can contribute to bacterial evolution by self-directed transmission of advantageous traits. Here, we analyze the activity of a putative 65-kb ICE harbored by Legionella pneumophila using molecular genetics, conjugation assays, a phenotype microarray screen, and macrophage infections. The element transferred to a naive L. pneumophila strain, integrated site-specifically, and conferred increased resistance to oxacillin, penicillin, hydrogen peroxide, and bleach. Furthermore, the element increased survival of L. pneumophila within restrictive mouse macrophages. In particular, this ICE protects L. pneumophila from phagocyte oxidase activity, since mutation of the macrophage NADPH oxidase eliminated the fitness difference between strains that carried and those that lacked the mobile element. Renamed ICE-beta ox (for beta-lactam antibiotics and oxidative stress), this transposable element is predicted to contribute to the emergence of L. pneumophila strains that are more fit in natural and engineered water systems and in macrophages. IMPORTANCE Bacteria evolve rapidly by acquiring new traits via horizontal gene transfer. Integrative conjugative elements (ICEs) are mobile blocks of DNA that encode the machinery necessary to spread among bacterial populations. ICEs transfer antibiotic resistance and other bacterial survival factors as cargo genes carried within the element. Here, we show that Legionella pneumophila, the causative agent of Legionnaires' disease, carries ICE-beta ox, which enhances the resistance of this opportunistic pathogen to bleach and beta-lactam antibiotics. Moreover, L. pneumophila strains encoding ICE-beta ox are more resistant to macrophages that carry phagocyte oxidase. Accordingly, ICE-beta ox is predicted to increase the fitness of L. pneumophila in natural and engineered waters and in humans. To our knowledge, this is the first description of an ICE that confers oxidative stress resistance to a nosocomial pathogen.","2014",NA,"10.1128/mBio.01091-14","WOS:000338875900024"
"Escobar, LE; Lira-Noriega, A; Medina-Vogel, G; Peterson, AT","Potential for spread of the white-nose fungus (Pseudogymnoascus destructans) in the Americas: use of Maxent and NicheA to assure strict model transference","GEOSPATIAL HEALTH","Emerging infectious diseases can present serious threats to wildlife, even to the point of causing extinction. White-nose fungus (Pseudogymnoascus destructans) is causing an epizootic in bats that is expanding rapidly, both geographically and taxonomically. Little is known of the ecology and distributional potential of this intercontinental pathogen. We address this gap via ecological niche models that characterise coarse resolution niche differences between fungus populations on different continents, identifying areas potentially vulnerable to infection in South America. Here we explore a novel approach to identifying areas of potential distribution across novel geographic regions that avoids perilious extrapolation into novel environments. European and North American fungus populations show differential use of environmental space, but rather than niche differentiation, we find that changes are best attributed to climatic differences between the two continents. Suitable areas for spread of the pathogen were identified across southern South America; however caution should be taken to avoid underestimating the potential for spread of this pathogen in South America.","2014",NA,"10.4081/gh.2014.19","WOS:000346512600019"
"Kettle, H; Donnelly, R; Flint, HJ; Marion, G","pH feedback and phenotypic diversity within bacterial functional groups of the human gut","JOURNAL OF THEORETICAL BIOLOGY","Microbial diversity in the human colon is very high with apparently large functional redundancy such that within each bacterial functional group there are many coexisting strains. Modelling this mathematically is problematic since strains within a functional group are often competing for the same limited number of resources and therefore competitive exclusion theory predicts a loss of diversity over time. Here we investigate, through computer simulation, a fluctuation dependent mechanism for the promotion of diversity. A variable pH environment caused by acidic by-products of bacterial growth on a fluctuating substrate coupled with small differences in acid tolerance between strains promotes diversity under both equilibrium and far-from-equilibrium conditions. Under equilibrium conditions pH fluctuations and relative nonlinearity in pH limitation among strains combine to prevent complete competitive exclusion. Under far-from-equilibrium conditions, loss of diversity through extinctions is made more difficult because pH cycling leads to fluctuations in the competitive ranking of strains, thereby helping to equalise fitness. We assume a trade-off between acid tolerance and maximum growth rate so that our microbial system consists of strains ranging from specialists to generalists. By altering the magnitude of the effect of the system on its pH environment (e.g. the buffering capacity of the colon) and the pattern of incoming resource we explore the conditions that promote diversity. (C) 2013 Elsevier Ltd. All rights reserved.","2014",NA,"10.1016/j.jtbi.2013.10.015","WOS:000330257900007"
"Abell, GCJ; Ross, DJ; Keane, J; Holmes, BH; Robert, SS; Keough, MJ; Eyre, BD; Volkman, JK","Niche Differentiation of Ammonia-Oxidising Archaea (AOA) and Bacteria (AOB) in Response to Paper and Pulp Mill Effluent","MICROBIAL ECOLOGY","Sediment organic loading has been shown to affect estuarine nitrification and denitrification, resulting in changes to sediment biogeochemistry and nutrient fluxes detrimental to estuarine health. This study examined the effects of organic loading on nutrient fluxes and microbial communities in sediments receiving effluent from a paper and pulp mill (PPM) by applying microcosm studies and molecular microbial ecology techniques. Three sites near the PPM outfall were compared to three control sites, one upstream and two downstream of the outfall. The control sites showed coupled nitrification-denitrification with minimal ammonia release from the sediment. In contrast, the impacted sites were characterised by nitrate uptake and substantial ammonia efflux from the sediments, consistent with a decoupling of nitrification and denitrification. Analysis of gene diversity demonstrated that the composition of nitrifier communities was not significantly different at the impacted sites compared to the control sites; however, analysis of gene abundance indicated that whilst there was no difference in total bacteria, total archaea or ammonia-oxidising archaea (AOA) abundance between the control and impacted sites, there was a significant reduction in ammonia-oxidising bacteria (AOB) at the impacted sites. The results of this study demonstrate an effect of organic loading on estuarine sediment biogeochemistry and highlight an apparent niche differentiation between AOA and AOB.","2014",NA,"10.1007/s00248-014-0376-7","WOS:000334495000003"
"Jamil, T; Kruk, C; ter Braak, CJF","A Unimodal Species Response Model Relating Traits to Environment with Application to Phytoplankton Communities","PLOS ONE","In this paper we attempt to explain observed niche differences among species (i.e. differences in their distribution along environmental gradients) by differences in trait values (e.g. volume) in phytoplankton communities. For this, we propose the trait-modulated Gaussian logistic model in which the niche parameters (optimum, tolerance and maximum) are made linearly dependent on species traits. The model is fitted to data in the Bayesian framework using OpenBUGS (Bayesian inference Using Gibbs Sampling) to identify according to which environmental variables there is niche differentiation among species and traits. We illustrate the method with phytoplankton community data of 203 lakes located within four climate zones and associated measurements on 11 environmental variables and six morphological species traits of 60 species. Temperature and chlorophyll-a (with opposite signs) described well the niche structure of all species. Results showed that about 25% of the variance in the niche centres with respect to chlorophyll-a were accounted for by traits, whereas niche width and maximum could not be predicted by traits. Volume, mucilage, flagella and siliceous exoskeleton are found to be the most important traits to explain the niche centres. Species were clustered in two groups with different niches structures, group 1 high temperature-low chlorophyll-a species and group 2 low temperature-high chlorophyll-a species. Compared to group 2, species in group 1 had larger volume but lower surface area, had more often flagella but neither mucilage nor siliceous exoskeleton. These results might help in understanding the effect of environmental changes on phytoplankton community. The proposed method, therefore, can also apply to other aquatic or terrestrial communities for which individual traits and environmental conditioning factors are available.","2014",NA,"10.1371/journal.pone.0097583","WOS:000339614800053"
